PNI;y;x;województwo;powiat;gmina;nazwa placówki;kod pocztowy;miejscowoœæ;ulica;telefon;godziny pracy - opis;stan placówki;
266888;52.635459;19.998035;MAZOWIECKIE;p³ocki;StaroŸreby;UP StaroŸreby;09-440;StaroŸreby;ul. Koœcielna 39;24-261-70-29;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
251186;52.927500;21.925000;MAZOWIECKIE;ostrowski;Stary Lubotyñ;UP Stary Lubotyñ;07-303;Stary Lubotyñ;Stary Lubotyñ 42 A;29-644-64-32;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
268815;52.822916;21.208000;MAZOWIECKIE;makowski;Szelków;UP Stary Szelków;06-220;Stary Szelków;Stary Szelków 34;29-717-60-02;dni robocze: 08:00-13:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
267081;52.578567;22.295723;MAZOWIECKIE;soko³owski;Sterdyñ;UP Sterdyñ;08-320;Sterdyñ;ul. Wojska Polskiego 11;25-787-00-20;dni robocze: 07:45-14:45#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
267193;52.430000;21.635000;MAZOWIECKIE;wo³omiñski;Strachówka;UP Strachówka;05-282;Strachówka;ul. Cypriana Kamila Norwida 6;25-676-09-73;dni robocze: 08:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
267267;51.644735;21.091368;MAZOWIECKIE;bia³obrzeski;Stromiec;UP Stromiec;26-804;Stromiec;ul. Piaski 4;48-619-10-99;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
267405;52.893862;20.284882;MAZOWIECKIE;m³awski;Strzegowo;UP Strzegowo;06-445;Strzegowo;ul. Wyzwolenia 25;23-679-40-29;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
267650;52.259897;22.253386;MAZOWIECKIE;siedlecki;Sucho¿ebry;UP Sucho¿ebry;08-125;Sucho¿ebry;ul. Aleksandry Ogiñskiej 11;25-631-45-60;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
267717;52.250114;21.276451;MAZOWIECKIE;miñski;Sulejówek;UP Sulejówek 1;05-070;Sulejówek;ul. Pocztowa 4;22-783-10-10;dni robocze: 08:00-20:00#soboty: 09:00-13:00#(w I i II sobotê miesi¹ca)#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
359017;52.271686;21.307039;MAZOWIECKIE;miñski;Halinów;FUP Sulejówek 3;05-079;Okuniew;ul. Rynek 10;22-783-70-12 #jedn. nadrzêdna: UP Sulejówek 3#tel.: 22-783-50-36;dni robocze: 09:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
267724;52.243332;21.294733;MAZOWIECKIE;miñski;Sulejówek;UP Sulejówek 3;05-071;Sulejówek;ul. 3 Maja 5;22-783-50-36;dni robocze: 08:00-19:00#soboty: 08:00-13:00#(w III, IV i V sobotê miesi¹ca)#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
268022;53.004800;21.306600;MAZOWIECKIE;makowski;Sypniewo;UP Sypniewo k. Ostro³êki;06-216;Sypniewo;ul. Ostro³êcka 31;29-717-77-90;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
268127;52.370359;19.618149;MAZOWIECKIE;gostyniñski;Szczawin Koœcielny;UP Szczawin Koœcielny;09-550;Szczawin Koœcielny;ul. Warszawska 5;24-235-13-14;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
268727;52.938087;19.573088;MAZOWIECKIE;sierpecki;Szczutowo;UP Szczutowo;09-227;Szczutowo;ul. 3 Maja 19;24-276-51-97;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
268891;53.010936;20.122447;MAZOWIECKIE;m³awski;Szreñsk;UP Szreñsk;06-550;Szreñsk;ul. Feliksa Szreñskiego 2;23-653-40-31;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
268989;53.083708;20.443507;MAZOWIECKIE;m³awski;Szyd³owo;UP Szyd³owo k. M³awy;06-516;Szyd³owo;ul. Mazowiecka 74;23-655-40-20;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
269487;52.669460;20.762186;MAZOWIECKIE;pu³tuski;Œwiercze;UP Œwiercze;06-150;Œwiercze;ul. Wiejska 3 C;23-691-60-08;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
269737;51.979660;20.833554;MAZOWIECKIE;piaseczyñski;Tarczyn;UP Tarczyn k. Warszawy;05-555;Tarczyn;ul. Rynek 15;22-727-71-09;dni robocze: 08:00-18:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
270118;52.196500;20.413500;MAZOWIECKIE;sochaczewski;Teresin;UP Teresin k. Sochaczewa;96-515;Teresin;ul. Ojca Maksymiliana Kolbego 6;46-861-37-47;dni robocze: 08:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
270187;52.430200;21.436400;MAZOWIECKIE;wo³omiñski;T³uszcz;UP T³uszcz;05-240;T³uszcz;ul. Warszawska 4;29-757-30-29;dni robocze: 08:00-18:00#soboty: 08:00-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
270563;51.694480;21.821079;MAZOWIECKIE;garwoliñski;Trojanów;UP Trojanów;08-455;Trojanów;Trojanów 57 A;25-682-71-98;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
270570;53.029000;21.738000;MAZOWIECKIE;ostro³êcki;Troszyn;UP Troszyn;07-405;Troszyn;ul. Szkolna 3;29-767-10-46;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
271885;52.235396;21.010634;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 1;00-001;Warszawa;ul. Œwiêtokrzyska 31/33;22-505-35-34, 22-505-32-18;dni robocze: 00:00-24:00#soboty: 00:00-24:00#niedziele i œwiêta: 00:00-24:00#(z wyj¹tkiem Œwi¹t Bo¿ego Narodzenia, Œwi¹t Wielkiej Nocy i Nowego Roku)#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
271892;52.254236;21.034618;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 4;03-700;Warszawa;ul. Targowa 73;22-590-03-13;dni robocze: 00:00-24:00#soboty: 00:00-24:00#niedziele i œwiêta: 00:00-24:00#(z wyj¹tkiem Œwi¹t Bo¿ego Narodzenia, Œwi¹t Wielkiej Nocy i Nowego Roku)#W dniu 2013-11-01 placówka bêdzie nieczynna#W dniu 2013-11-02 placówka bêdzie czynna w godzinach: 06:00-24:00#W dniu 2013-11-11 placówka bêdzie nieczynna#W dniu 2013-11-12 placówka bêdzie czynna w godzinach: 06:00-24:00#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
271942;52.293736;21.033175;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 9;03-370;Warszawa;ul. £abiszyñska 10;22-811-44-19, 22-811-42-55;dni robocze: 08:00-21:00#(od dnia 01.03.2012r.)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
271959;52.221244;21.015413;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 10;00-646;Warszawa;Plac Konstytucji 3;22-621-89-48;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
271973;52.204300;21.014300;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 12;02-514;Warszawa;ul. Kazimierzowska 53/55;22-656-54-08, 22-656-50-21;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
271980;52.185200;21.023900;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 13;02-600;Warszawa;ul. Pu³awska 166;22-843-10-32, 22-843-40-21;dni robocze: 08:00-21:00#(zmiana godz.od 01.03.2012r.)#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
271997;52.283482;20.978029;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 14;01-680;Warszawa;ul. GwiaŸdzista 27;22-832-11-77;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272002;52.229258;21.021051;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 15;00-504;Warszawa;Plac Trzech Krzy¿y 13;22-629-81-67;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272026;52.200700;20.905200;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 17;02-477;Warszawa;ul. Fasolowa 36;22-863-36-58;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272064;52.206100;20.973900;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 21;02-105;Warszawa;ul. Walentego Skorochód-Majewskiego 18;22-823-02-65;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
272071;52.226340;20.985845;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 22;00-965;Warszawa;ul. Towarowa 5;22-557-95-26, 22-557-99-54;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
272095;52.267793;21.059066;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 24;03-573;Warszawa;ul. Radzymiñska 105;22-679-21-26;dni robocze: 08:00-21:00#(od dnia 01.03.2012r.)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272107;52.205300;21.023400;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 25;00-782;Warszawa;ul. Dworkowa 9;22-849-71-56;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272114;52.245771;21.080197;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 26;04-358;Warszawa;ul. Grochowska 246;22-810-22-02;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
989521;52.240159;20.898981;MAZOWIECKIE;Warszawa;Warszawa;FUP Warszawa 27;01-460;Warszawa;ul. Górczewska 228 lok. 56;22-370-26-55 #jedn. nadrzêdna: UP Warszawa 27#tel.: 22-665-86-01;dni robocze: 08:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272121;52.238900;20.913600;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 27;01-380;Warszawa;ul. Powstañców Œl¹skich 70;22-665-86-01;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272138;52.247200;20.954700;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 28;01-421;Warszawa;ul. Obozowa 63/65;22-836-34-84;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272145;52.177000;20.945900;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 29;02-275;Warszawa;Aleja Krakowska 110/114;22-886-62-50;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272152;52.237700;21.029300;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 30;00-343;Warszawa;ul. Dobra 18/20;22-826-74-71;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
272176;52.268800;20.982700;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 32;01-583;Warszawa;ul. Filarecka 3;22-839-93-20;dni robocze: 08:00-21:00#(od dn.01.03.2012)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#;;
272183;52.239091;21.058951;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 33;03-912;Warszawa;Aleja Jerzego Waszyngtona 26;22-617-31-09;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272202;52.235400;20.898500;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 35;00-905;Warszawa;ul. Aleksandra Œwiêtochowskiego 2;22-664-06-48;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272219;52.201800;21.036300;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 36;00-726;Warszawa;ul. Che³mska 29;22-841-40-43;dni robocze: 08:00-21:00#(zmiana czasu pracy od dnia 24.10.2011r.)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272233;52.292119;21.020282;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 38;03-200;Warszawa;ul. Bazyliañska 1;22-814-25-71;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#;;
272257;52.249320;21.012235;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 40;00-273;Warszawa;Rynek Starego Miasta 15;22-831-02-81;dni robocze: 08:00-20:00#soboty: W sezonie: 09:00-16:00#(sezon: od 01 czerwca do 30 wrzeœnia)#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272264;52.241600;20.993100;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 41;00-890;Warszawa;Aleja Solidarnoœci 119/125;22-620-13-45;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
272271;52.233800;20.966100;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 42;01-133;Warszawa;ul. Wolska 56;22-632-63-72, 22-632-79-69;dni robocze: 08:00-21:00#(zmiana czasu pracy od dnia 24.10.2011 r.)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
272288;52.242485;21.024431;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 43;00-920;Warszawa;ul. Dobra 56/66;22-552-71-51;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272295;52.242943;21.101657;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 44;04-141;Warszawa;Plac Piotra Szembeka 1;22-656-53-99, 22-656-56-24;dni robocze: 08:00-21:00#(od dnia 01.03.2012r.)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272307;52.280959;20.949667;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 45;01-800;Warszawa;Aleja Zjednoczenia 19;22-834-01-36;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272314;52.263540;20.925109;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 46;01-499;Warszawa;ul. Piastów Œl¹skich 29;22-638-30-96;dni robocze: 08:00-21:00#(od dn.01.03.2012)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#;;
272321;52.251479;20.994903;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 47;00-191;Warszawa;ul. Józefa Lewartowskiego 5;22-831-86-18;dni robocze: 08:00-21:00#(od dn.01.03.2012)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272338;52.199400;21.011800;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 48;02-588;Warszawa;Aleja Niepodleg³oœci 121/123;22-656-50-17;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272345;52.251724;20.896404;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 49;00-908;Warszawa;ul. Genera³a Sylwestra Kaliskiego 15;22-666-88-76;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272352;52.237193;21.078785;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 50;04-026;Warszawa;Aleja Stanów Zjednoczonych 51;22-870-39-54;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
272376;52.260918;21.031115;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 52;03-483;Warszawa;Plac Genera³a Józefa Hallera 10;22-619-50-16;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
272426;52.217675;21.019791;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 57;00-577;Warszawa;ul. Marsza³kowska 26;22-629-32-26;dni robocze: 08:00-20:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272440;52.152100;21.027000;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 59;02-783;Warszawa;ul. Xawerego Dunikowskiego 11;22-644-27-10;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272464;52.268512;20.951512;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 61;01-847;Warszawa;ul. W³adys³awa Broniewskiego 59 A;22-639-86-92;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
272507;52.219300;20.987600;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 65;02-035;Warszawa;ul. Filtrowa 62;22-658-10-04;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272514;52.233600;20.994000;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 66;00-800;Warszawa;ul. Icchoka Lejba Pereca 13/19;22-620-28-60, 22-624-75-52;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272576;52.260337;21.178014;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 72;00-910;Warszawa;ul. Czerwonych Beretów 10;22-611-93-63;dni robocze: 08:00-21:00#(od dnia 01.03.2012r.)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272619;52.184900;21.050700;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 76;02-919;Warszawa;ul. Burgaska 2/4;22-651-97-62, 22-651-97-63;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272626;52.264815;20.991670;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 77;01-547;Warszawa;Plac Inwalidów 4/6/8;22-839-18-70;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
272633;52.139900;21.057200;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 78;02-792;Warszawa;ul. Belgradzka 42;22-641-27-52;dni robocze: Pon.: 08:00-24:00 Wt.: 00:00-24:00 Œr.: 00:00-24:00 Czw.: 00:00-24:00 Pt.: 00:00-24:00#soboty: 00:00-20:00#niedziele i œwiêta: 10:00-16:00 (niedziele)#W dniu 2013-11-01 placówka bêdzie nieczynna#W dniu 2013-11-02 placówka bêdzie czynna w godzinach: 08:00-20:00#W dniu 2013-11-11 placówka bêdzie nieczynna#W dniu 2013-11-12 placówka bêdzie czynna w godzinach: 08:00-24:00#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272640;52.212722;20.973361;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 79;02-363;Warszawa;ul. Bia³obrzeska 22;22-822-11-07, 22-823-27-33;dni robocze: 08:00-21:00#(zmiana godz. od 01.03.2012r.)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#;;
272664;52.227977;21.009598;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 81;00-694;Warszawa;ul. Nowogrodzka 45;22-625-39-36, 22-625-46-83;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272671;52.276141;20.952934;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 82;01-880;Warszawa;ul. Stefana ¯eromskiego 17 A;22-834-30-47;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272695;52.242826;21.004132;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 84;00-096;Warszawa;ul. Senatorska 40;22-827-21-64;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272707;52.284874;20.935467;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 85;01-906;Warszawa;ul. Carla Goldoniego 1;22-639-70-91;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272714;52.262977;20.978302;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 86;01-783;Warszawa;ul. W³adys³awa Broniewskiego 2;22-663-45-12;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272721;52.189100;21.002900;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 87;02-631;Warszawa;ul. Jana Paw³a Woronicza 50;22-844-59-33;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272738;52.207200;21.053000;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 88;00-723;Warszawa;ul. Melomanów 10;22-891-12-51;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
272745;52.220379;21.167307;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 89;04-612;Warszawa;ul. Zalipie 17;22-812-05-59;dni robocze: 08:00-21:00#(od dnia 01.03.2012r.)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
272752;52.160509;21.211290;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 90;04-951;Warszawa;ul. M³oda 19;22-872-91-44;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
779453;52.314003;20.964594;MAZOWIECKIE;Warszawa;Warszawa;FUP Warszawa 91;03-100;Warszawa;ul. Nagodziców 2;22-811-25-85 #jedn. nadrzêdna: UP Warszawa 91#tel.: 22-676-87-87, 22-676-87-60;dni robocze: 08:00-19:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
779460;52.335249;21.009496;MAZOWIECKIE;Warszawa;Warszawa;FUP Warszawa 91;03-023;Warszawa;ul. Ciupagi 2B;22-811-12-62 #jedn. nadrzêdna: UP Warszawa 91#tel.: 22-676-87-87, 22-676-87-60;dni robocze: Pon.: 12:30-19:30 Wt.: 08:00-15:00 Œr.: 12:30-19:30 Czw.: 08:00-15:00 Pt.: 12:30-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272769;52.321108;20.954860;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 91;03-189;Warszawa;ul. Myœliborska 102;22-676-87-87, 22-676-87-60;dni robocze: 08:00-21:00#(od dnia 01.03.2012r.)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#;;
272776;52.204022;21.163203;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 92;04-737;Warszawa;ul. Zwoleñska 127;22-615-68-25;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
272783;52.127600;21.017300;MAZOWIECKIE;Warszawa;Warszawa;UP Warszawa 93;02-800;Warszawa;ul. Pu³awska 424;22-899-19-07;dni robocze: 08:00-21:00#(zmiana godz. 01.03.2012r.)#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
